Claim Number,Restaurant Name,Borough Code,Address1,ZIPCODE,GRADE
41297164,TASTE OF CHINA,Brooklyn,13 AVENUE,11228,A
40367377,ZUM STAMMTISCH,Queens,MYRTLE AVENUE,11385,A
40365632,J&V FAMOUS PIZZA,Brooklyn,18 AVENUE,11204,A
50004351,IL PORTO BRICK OVEN RISTORANTE,Brooklyn,WASHINGTON AVENUE,11205,P
50089465,SATIS 5 SEAFOOD,Brooklyn,8 AVENUE,11220,P
50092145,MI CASITA BAKERY Y RESTAURANT,Queens,NORTHERN BLVD,11368,A
40369012,VALENTINO'S PIZZA,Queens,KISSENA BOULEVARD,11367,P
50013473,RED LOBSTER,Bronx,BARTOW AVENUE,10475,A
50078975,GRAPE AND GRAIN,Manhattan,EAST    6 STREET,10009,A
41468766,CANTEEN,Brooklyn,4 AVENUE,11217,B
50079275,BLUE BOTTLE COFFEE,Manhattan,AMSTERDAM AVENUE,10023,A
41089762,EXQUISITE EXPRESS RESTAURANT,Brooklyn,CHURCH AVENUE,11226,B
50035388,NATSUMI TAPAS,Manhattan,3 AVENUE,10010,A
50054887,TU CASA RESTAURANT AND CATERING,Queens,METROPOLITAN AVE,11418,A
50033000,LAS MARGARITAS RESTAURANT,Brooklyn,3 AVENUE,11209,A
50016050,SOPHIE'S CUBAN CUISINE,Manhattan,EAST   68 STREET,10065,A
50079810,NANA RAMEN,Manhattan,WEST   50 STREET,10019,A
50068988,MCDONALD'S,Brooklyn,CONEY ISLAND AVENUE,11218,A
40877421,LA NUEVA GIRALDA BAKERY,Bronx,WESTCHESTER AVENUE,10459,A
50015023,URBAN CRAVE,Queens,JFK INTERNATION AIRPORT,11430,A
50064514,BABY BRASA,Manhattan,7 AVENUE SOUTH,10014,A
50008725,M SHANGHAI,Brooklyn,GRAND STREET,11211,C
50081233,FLAVOR'S HOUSE,Manhattan,2 AVENUE,10010,A
40513633,ARTE CAFE,Manhattan,WEST   73 STREET,10023,A
41441571,FRANKIE'S KITCHEN,Manhattan,COOPER SQUARE,10003,A
50032689,LIU'S SHANGHAI INC,Brooklyn,BATH AVENUE,11214,C
41275242,MCDONALD'S,Manhattan,CANAL STREET,10013,A
41054675,STARBUCKS,Staten Island,VICTORY BOULEVARD,10314,A
41598620,DISFRUTA,Manhattan,WEST  207 STREET,10034,B
50041835,DAWA'S,Queens,SKILLMAN AVE,11377,A
50050253,JONES DAY CAFE & COFFEE BAR,Manhattan,VESEY STREET,10281,A
50088091,LULIANO'S WOODFIRED PIZZA & TRATTORIA,Brooklyn,3 AVENUE,11209,A
50044393,RYUJIN RAMEN,Brooklyn,GRAND STREET,11211,C
50070312,LOUIE & ERNIE'S,Bronx,CROSBY AVENUE,10461,A
41178124,CAFE 575,Manhattan,WEST   57 STREET,10019,A
40705438,EMILIA'S RESTAURANT,Bronx,ARTHUR AVENUE,10458,A
41349247,CRUNCH PIT STOP,Manhattan,2 AVENUE,10022,A
41171181,169 BAR,Manhattan,EAST BROADWAY,10002,B
50089890,PRET A MANGER (USA) LIMITED,Brooklyn,METROTECH CTR,11201,A
40513164,MCGEES PUB,Manhattan,WEST   55 STREET,10019,A
50098605,RIOSSI PIZZA,Queens,LAGUARDIA AIRPORT,11371,A
50035125,UPTOWN JUICE & VEG,Manhattan,EAST  125 STREET,10035,B
50073982,YEMEN CAFE,Brooklyn,5 AVENUE,11209,A
41615257,JIN RAMEN,Manhattan,BROADWAY,10027,A
50084796,INDIAN TANDOOR OVEN,Manhattan,EAST   83 STREET,10028,A
50044479,SPICE & GRILL,Brooklyn,MYRTLE AVENUE,11205,B
50005630,NAYA EXPRESS,Manhattan,WEST   56 STREET,10019,A
50103967,CHILLIN RESTAURANT,Manhattan,SAINT NICHOLAS AVENUE,10033,N
50105143,ENZOS PIZZA,Queens,ROCKAWAY BLVD,11416,N
50035721,JUST SALAD,Brooklyn,7 AVENUE,11215,A
50101118,AI LA SHI DAI,Brooklyn,7 AVENUE,11220,N
50060603,FUSHA FUSION,Manhattan,1 AVENUE,10022,B
41335337,LOBSTER BOX,Bronx,CITY ISLAND AVENUE,10464,C
41495492,DUNKIN & BASKIN ROBBINS,Brooklyn,MERMAID AVENUE,11224,A
50005081,NEW WOKS KITCHEN,Queens,KISSENA BLVD,11355,C
50087785,CEDEAO GRILL,Bronx,EAST  163 STREET,10451,A
50004403,SWALLOW CAFE,Brooklyn,NORTH    9 STREET,11211,A
50097054,SIIPS BUBBLE,Queens,GRAND AVE,11373,B
50045170,KENNEDY CHICKEN PIZZA & KABAB,Queens,NORTHERN BLVD,11372,A
41259632,CHIPOTLE MEXICAN GRILL,Manhattan,MAIDEN LANE,10038,A
41386625,LILLIE'S RESTAURANT,Manhattan,EAST   17 STREET,10003,A
50085654,PLUSH 101,Bronx,WESTCHESTER SQ,10461,A
41263890,DUNKIN DONUTS,Manhattan,3 AVENUE,10016,A
41158108,NICK'S GOURMET DELI,Queens,DITMARS BOULEVARD,11370,A
41241639,MCDONALD'S,Manhattan,BROADWAY,10031,A
40385587,ISLAND,Manhattan,MADISON AVENUE,10128,A
40622348,P&S BAKERY RESTAURANT,Brooklyn,UTICA AVENUE,11203,A
50096488,FRIENDSHIP FOODS BBQ,Manhattan,BOWERY,10002,B
50080731,BLUESTONE LANE,Manhattan,MADISON AVENUE,10010,B
41638069,DUNKIN DONUTS,Manhattan,ST NICHOLAS AVENUE,10040,A
50075608,LUCHADORES,Manhattan,SOUTH STREET,10038,C
50065012,MERCY CAFE,Bronx,WATERS PLACE,10461,A
50077581,L'ADRESSE AMERICAN BISTRO,Manhattan,BRYANT PARK,10018,A
50075751,GRAN CAFFE DE MARTINI,Brooklyn,VANDERBILT AVENUE,11238,A
50085680,BARNES & NOBLE BOOKSERS,Staten Island,RICHMOND AVENUE,10314,A
50099183,L'ANGELETTO RESTAURANT,Manhattan,2 AVENUE,10003,A
50047882,DUNKIN DONUTS,Queens,NORTHERN BLVD,11372,A
50060968,NEPALI BHANCHHA GHAR,Queens,37TH RD,11372,Z
50015990,PIL PIL,Manhattan,EAST   78 STREET,10075,A
50058735,POPEYES,Brooklyn,BROADWAY,11206,A
40944945,Stage 42,Manhattan,WEST   42 STREET,10036,P
41371617,GU,Manhattan,EAST   52 STREET,10022,A
50072991,HEAT CARIBBEAN KITCHEN & LOUNGE,Queens,ATLANTIC AVE,11418,B
50113454,VIVI BUBBLE TEA,Manhattan,WEST   23 STREET,10011,A
50071400,TUSCANY STEAKHOUSE,Manhattan,WEST   58 STREET,10019,A
50076550,ISABELA'S MEXICAN RESTAURANT,Brooklyn,4 AVENUE,11220,C
50001976,TROPICAL ISLE CARRIBEAN RESTAURANT,Queens,LIBERTY AVENUE,11419,C
50005341,FRIEND RESTAURANT,Queens,101 AVENUE,11419,A
50100458,BERGDORF GOODMAN,Manhattan,5 AVENUE,10151,A
50065558,MAISON KAYSER,Manhattan,5 AVENUE,10018,A
40911251,SUSHI SEKI,Manhattan,1 AVENUE,10065,A
40403857,S.M.R RESTAURANT SERVICES,Queens,56 ROAD,11378,A
40935550,SIMPLY NATURAL,Manhattan,WEST   43 STREET,10036,A
50054655,MOCHABURGER + SUBS EXPRESS,Manhattan,2 AVENUE,10028,P
41431239,QUE SABROSURA RESTAURANT,Bronx,EAST  183 STREET,10453,B
50074879,TACOS ALSUADERO,Queens,90TH ST,11372,A
50044648,PARKWAY PIZZA,Queens,UTOPIA PKWY,11357,A
50090847,COOKIE DO,Brooklyn,WATER STREET,11201,A
50061226,TACO BELL PIZZA HUT,Queens,JAMAICA AVE,11432,A
50004276,OCABANON,Manhattan,WEST   29 STREET,10001,B
50011745,SAUCE N CHEESE,Brooklyn,ALBANY AVENUE,11203,A
50042514,GREEN ZENPHONY VEGETARIAN CUISINE,Queens,QUEENS BLVD,11374,A
41702574,SL GREEN REALTY,Manhattan,LEXINGTON AVENUE,10170,A
41104783,BUDEPEST CAFE,Manhattan,2 AVENUE,10028,A
50077495,CROWN FRIED CHICKEN,Queens,KISSENA BLVD,11367,B
40393985,MANETTA'S RISTORANTE,Queens,JACKSON AVENUE,11101,C
40574680,PETE'S PLACE PIZZA,Brooklyn,1 AVENUE,11220,A
50017223,FAIRFIELD INN & SUITES NEW YORK MANHATTAN FINANCIAL DISTRICT,Manhattan,FRONT STREET,10038,A
50073387,YUMMY CITY,Manhattan,LEXINGTON AVENUE,10029,A
50094234,BLACK FOX COFFEE CO,Manhattan,PINE STREET,10005,A
50049662,NEW CARRIZAL RESTAURANT,Brooklyn,BROADWAY,11221,B
40535336,DYKER PARK BAGELS,Brooklyn,86 STREET,11228,A
41590515,CHANG YU RESTAURANT,Brooklyn,CENTRAL AVENUE,11221,A
50037701,POLYGON,Brooklyn,VANDERVOORT AVENUE,11211,A
50014973,PARK VIEW DINER,Brooklyn,CROPSEY AVENUE,11214,C
41112819,SONG,Brooklyn,5 AVENUE,11215,B
50051967,GONG CHA,Queens,QUEENS BOULEVARD,11373,A
41501061,JACOB RESTAURANT,Manhattan,FREDERICK DOUGLAS BOULEVARD,10030,P
40735129,JUICY LUCY,Manhattan,AVENUE A,10009,A
50038914,HARLEM NIGHTS,Manhattan,7 AVENUE,10030,A
41622533,AKWAABA RESTAURANT,Brooklyn,PARKSIDE AVENUE,11226,A
50097032,NAMASTE,Queens,30 AVENUE,11102,Z
41232292,PIZZA CHEF,Bronx,WEST  235 STREET,10463,A
41377819,ATHENA MEDITERRANEAN CUISINE,Brooklyn,6 AVENUE,11215,A
40948625,SUMMER GARDEN,Manhattan,WEST   50 STREET,10020,A
41134842,THE GARRET EAST,Manhattan,AVENUE A,10009,C
41524723,DUNKIN DONUTS,Queens,ROOSEVELT AVENUE,11354,A
50015643,CHEESE GRILLE,Manhattan,ALLEN STREET,10002,C
50070989,LA PECORA BIANCA,Manhattan,2 AVENUE,10022,A
50009338,STARBUCKS,Manhattan,PARK AVENUE,10017,A
41539001,"EVERYTHING YOGURT, GRETEL'S PRETZELS",Brooklyn,KINGS PLAZA MALL,11234,P
50087601,HANON,Brooklyn,UNION AVENUE,11211,A
50038175,LENZ'S,Manhattan,EAST   20 STREET,10009,B
41492331,SANDRO'S LATIN FOOD RESTAURANT,Queens,23 AVENUE,11105,B
50079546,DUNKIN DONUTS,Queens,CENTRAL TERMINAL BLDG,11371,A
41222434,OLLIES 42ND,Manhattan,WEST   42 STREET,10036,A
40751449,LITTLE ITALY PIZZA,Manhattan,5 AVENUE,10017,A
50099521,BANHMIGOS,Brooklyn,COURT STREET,11201,A
41196869,LAYLA JONES,Brooklyn,COURT STREET,11201,A
50083399,SUYO GASTROFUSION,Bronx,PLAZA DRIVE,10452,A
50054896,SHORTY TANG NOODLE SHOP,Manhattan,8 AVENUE,10011,A
50044522,CLUB GRILL,Manhattan,PENN PLZ,10121,A
50087886,CARVEL,Brooklyn,CONEY ISLAND AVENUE,11230,A
50045944,CAFE LA NOTTE II,Brooklyn,GERRITSEN AVENUE,11229,A
50080187,LAVATERA MEDITERRANEAN GRILL,Brooklyn,OLD FULTON STREET,11201,Z
50013511,THE WILD SON,Manhattan,LITTLE WEST   12 STREET,10014,A
41609062,PARADISE CAFE NY RESTAURANT,Bronx,OGDEN AVENUE,10452,B
50047345,DIRTY PRECIOUS,Brooklyn,3 AVENUE,11215,A
50018819,BRICOLAGE,Brooklyn,5 AVENUE,11217,A
50059260,XING WANG RESTAURANT,Brooklyn,BROADWAY,11206,A
50047966,BAGEL BELLY,Manhattan,3 AVENUE,10003,B
41642313,LA ROSA BAKERY,Bronx,EAST  170 STREET,10452,A
40656356,WENDY'S,Brooklyn,LINDEN BOULEVARD,11207,A
50099471,FROZEN SWEET,Manhattan,MULBERRY STREET,10012,A
50047431,ARBUZ,Brooklyn,SHEEPSHEAD BAY ROAD,11235,A
41100006,PLAKA RESTAURANT,Brooklyn,86 STREET,11209,B
50047830,PONDICHERI,Manhattan,WEST   27 STREET,10001,B
50038623,TIME FLIES BBQ & BAR,Queens,NORTHERN BOULEVARD,11358,A
50037622,TEPACHE,Brooklyn,HALSEY STREET,11216,A
50063046,SUSHI K BAR,Brooklyn,BEDFORD AVENUE,11205,A
50063937,MISTER CANGREJO COLOMBIAN RESTAURANT,Queens,ROOSEVELT AVE,11372,C
40402007,GRAND AVENUE PIZZA,Queens,30 AVENUE,11103,A
50077163,OLDE BROOKLYN BAGEL SHOPPE,Brooklyn,VANDERBILT AVENUE,11238,A
50017015,AL HORNO LEAN MEXICAN,Manhattan,2 AVENUE,10022,C
40483597,RICHARD ROGERS THEATRE,Manhattan,WEST   46 STREET,10036,A
40679327,THE GREAT ROOM BAR,Brooklyn,ADAMS STREET,11201,A
50059876,ATTRAVERSA,Manhattan,WEST BROADWAY,10013,A
50045247,EMPIRE EXPRESS CHINESE RESTAURANT,Brooklyn,9 STREET,11215,A
41178713,FINANCIER PATISSERIE,Manhattan,LIBERTY STREET,10005,A
41318993,ADVENTURES AMUSEMENT PARK(food stand),Brooklyn,SHORE PARKWAY,11214,A
50097278,PRINCE TEA HOUSE,Queens,STEINWAY ST,11103,N
50097413,PHILLY PRETZEL FACTORY,Brooklyn,5 AVENUE,11217,A
50042378,LE COQ RICO,Manhattan,EAST   20 STREET,10003,A
40790307,STARBUCKS,Manhattan,3 AVENUE,10017,A
41430562,ONTARIO BAR,Brooklyn,GRAND STREET,11211,A
50057847,BAY MARKET KITCHEN,Brooklyn,3 AVENUE,11232,A
41698540,LA 90 BAKERY,Queens,90 STREET,11372,B
41191856,THE MEAN FIDDLER,Manhattan,WEST   47 STREET,10036,A
50033472,MY PIZZA,Bronx,UNIVERSITY AVENUE,10453,B
50033154,SANDWICH BAR,Queens,MAIN ST,11367,P
50105428,JOY INDIAN RESTAURANT,Brooklyn,FLATBUSH AVENUE,11217,N
41143170,VINNY'S PIZZA,Queens,57 AVENUE,11368,B
50062748,CHIPOTLE MEXICAN GRILL,Brooklyn,FLATBUSH AVENUE,11238,A
50062856,BAKERI,Brooklyn,ALBANY AVENUE,11213,Z
50044937,HADRAMOUT RESTAURANT,Brooklyn,ATLANTIC AVENUE,11201,A
50067469,MRS. AN,Manhattan,EAST   99 STREET,10029,A
50098348,PLAYA BOWLS,Manhattan,MACDOUGAL STREET,10012,A
50094357,SPREAD LOVE & JUICE,Brooklyn,FLATLANDS AVENUE,11236,A
41686787,SPICE SYMPHONY,Manhattan,LEXINGTON AVENUE,10016,A
50078981,PAPA JOHN'S PIZZA,Brooklyn,AVENUE U,11223,A
50079885,LOS MOCANOS JUICE BAR & GRILL,Bronx,EAST TREMONT AVENUE,10457,A
41699397,JUICY CUBE,Manhattan,LEXINGTON AVENUE,10022,C
50076831,QDOBA MEXICAN EATS,Brooklyn,MYRTLE AVENUE,11237,A
50046291,BITE,Manhattan,WEST   22 STREET,10010,P
40797031,PICANTERIA EL AUSTRO,Queens,83 STREET,11372,A
50038495,DUNKIN DONUTS,Manhattan,JOHN STREET,10038,A
50098816,R&C FIT GRILL,Queens,ROOSEVELT AVE,11368,A
50066376,MERZOUKA,Queens,CRESCENT ST,11102,A
50109890,CHIP CITY,Brooklyn,SMITH STREET,11231,N
50080423,POLLERIA AZOGUENITA,Queens,37TH AVE,11372,A
50105043,CHIPOTLE MEXICAN GRILL,Manhattan,10 AVENUE,10019,A
40949396,ROCK CENTER CAFE,Manhattan,5 AVENUE,10020,A
40957772,NURSE BETTIE,Manhattan,NORFOLK STREET,10002,A
41463547,SUBWAY,Manhattan,CHAMBERS STREET,10007,A
40561312,PSC CAFETERIA,Brooklyn,KENT STREET,11222,A
41333314,IL CAFFE LATTE,Manhattan,LENOX AVENUE,10026,A
41089834,MURRAY HILL DINER,Manhattan,LEXINGTON AVENUE,10016,A
41618388,DUNKIN DONUTS,Queens,VERNON BOULEVARD,11101,A
50076919,YOGURT LA CREPE,Queens,DITMARS BLVD,11105,A
50043735,IHOP,Queens,HILLSIDE AVE,11432,A
50060299,108 DOUBLE CHINESE RESTAURANT,Queens,108TH ST,11368,A
40884999,DOC WINE BAR,Brooklyn,NORTH    7 STREET,11249,A
41395589,BERIMBAU,Manhattan,CARMINE STREET,10014,A
50007953,LA COMPAGNIE DES VINS SUPERNATURELS,Manhattan,CENTRE STREET,10013,A
50070789,FAY DA BAKERY,Queens,BROADWAY,11373,A
50088946,DR SMOOD,Manhattan,EAST HOUSTON STREET,10002,A
50061297,FUN CAFE,Brooklyn,86TH ST STORE D,11214,A
50105829,BARLEY TIME,Brooklyn,59 STREET,11220,A
40398795,VIXENS,Queens,METROPOLITAN AVENUE,11385,A
50087697,ADDY'S BARBEQUE,Queens,STEINWAY ST,11103,A
50083511,DRAGON SEA,Bronx,EAST  180 STREET,10457,A
50092605,OZI DUMPLING,Brooklyn,BOGART STREET,11206,A
50073572,GEM,Manhattan,FORSYTH STREET,10002,A
50044708,21 BAR,Manhattan,BROADWAY,10033,A
50108367,Burger Spot,Queens,108TH ST,11375,A
50101341,LILY RESTAURANT,Brooklyn,SUTTER AVENUE,11208,A
50057765,TIR NA NOG,Manhattan,WEST   31 STREET,10001,B
50043205,SURFISH BISTRO,Brooklyn,3 AVENUE,11215,A
50085934,SIP A CUP,Queens,30TH AVE,11102,A
41273461,WATEREDGE CAFE,Staten Island,RICHMOND TERRACE,10301,C
50085500,NEW YUMMY BAKERY,Brooklyn,8 AVENUE,11220,A
50064088,SAZON COLOMBIA,Queens,ROOSEVELT AVE,11372,A
41299914,CHUNG MOO ROLL RICE & DONGA,Queens,UNION STREET,11354,B
50084846,FABRIQUE,Manhattan,WEST   14 STREET,10014,A
50057871,CAFE VERDE,Manhattan,NORTH END AVENUE,10282,A
50019131,BAY THAI RESTAURANT,Brooklyn,3 AVENUE,11220,A
50101465,NEW CHANDNI CHOWK,Bronx,BRONXWOOD AVENUE,10469,A
50045945,SUBWAY,Manhattan,VANDERBILT AVENUE,10017,A
41362451,HORIZON BAKERY CAFE,Queens,JFK INTL AIRPORT,11430,A
40820737,UA COURT STREET #12,Brooklyn,COURT STREET,11201,A
40369165,REIF'S TAVERN,Manhattan,EAST   92 STREET,10128,C
50064922,B&B HALALL RESTAURANT,Brooklyn,UTICA AVENUE,11213,Z
41545589,ADDEO'S RIVERDALE PIZZERIA,Bronx,RIVERDALE AVENUE,10471,A
40983698,YUCA BAR & RESTAURANT,Manhattan,AVENUE A,10009,A
50050113,LENWICH,Manhattan,2 AVENUE,10022,A
50101643,WHAT'S THE SCOOOOOP,Brooklyn,CORTELYOU ROAD,11218,N
50003364,KURENT EVENTS,Brooklyn,THROOP AVENUE,11206,A
50050828,KARIBBEAN GREEN,Brooklyn,NOSTRAND AVENUE,11216,A
40369641,JOHNNY'S REEF RESTAURANT,Bronx,CITY ISLAND AVENUE,10464,C
40575519,MOLYVOS,Manhattan,7 AVENUE,10019,A
50094316,NEW CHINA,Queens,ARCHER AVE,11435,A
50056255,BRISAS DEL MAR RESTAURANT II,Queens,BEACH  116 STREET,11694,A
50107671,ANGEL'S BAKERY & DELI,Queens,METROPOLITAN AVE,11375,N
50037848,HONG KONG EXPRESS,Queens,WYCKOFF AVENUE,11385,A
50075273,RED PANDA RESTAURANT,Queens,WOODSIDE AVE,11377,B
50033235,OUR NEIGHBOURHOOD SPANISH RESTAURANT,Brooklyn,MOTHER GASTON BOULEVARD,11212,A
41443598,"CAFE BOULUD, BAR PLEIADES",Manhattan,EAST   76 STREET,10021,A
41175262,DUNKIN & BASKIN ROBBINS,Queens,FRANCIS LEWIS BOULEVARD,11358,A
50064986,BIENANGY'S RINCONCITO DULCE,Manhattan,SAINT NICHOLAS AVENUE,10040,B
50017455,NEST RESTAURANT & BAR,Queens,101 AVENUE,11419,A
50093895,GREEDI KITCHEN,Brooklyn,RALPH AVENUE,11233,A
50099105,MUNCH TIME,Bronx,EAST  170 STREET,10452,B
41242907,CROSS BRONX PIZZERIA,Bronx,CASTLE HILL AVENUE,10472,A
40375839,COZY SOUP & BURGER,Manhattan,BROADWAY,10003,B
41247143,LUIGI'S PIZZA,Brooklyn,5 AVENUE,11220,A
41721550,FINN'S CORNER,Brooklyn,WASHINGTON AVENUE,11238,A
50006206,HUMMUS KITCHEN,Manhattan,9 AVENUE,10019,C
50005552,MY PIZZA,Manhattan,1 AVENUE,10029,A
50016664,AUNTIE ANNE'S PRETZELS,Manhattan,WEST   34 STREET,10001,B
50032793,BLACK FLAMINGO,Brooklyn,BORINQUEN PLACE,11211,A
41007868,PAX,Manhattan,8 AVENUE,10018,A
50017056,SILVER SPOON DINER,Queens,JUNCTION BLVD,11373,C
50040450,BIEROCRACY,Queens,JACKSON AVE,11101,A
50082809,COZY CORNER BAR,Queens,70TH AVE,11385,A
50018600,NEW SHENGJIN MEISHI,Queens,MAIN ST,11355,B
41566334,THE ANCHORED INN,Brooklyn,WATERBURY STREET,11206,A
41298039,REED SMITH,Manhattan,LEXINGTON AVENUE,10022,A
41593277,ELENA'S RESTUARANT,Bronx,WEST TREMONT AVENUE,10453,A
41627325,NEW H.K. TEA AND SUSHI,Brooklyn,86 STREET,11214,B
41050702,CHRIS SUPER DELI,Bronx,SHERIDAN AVENUE,10451,B
50070932,PAPA JOHN'S PIZZA,Manhattan,LENOX AVENUE,10039,B
50065189,NORTH COAST SHARK AND BAKE,Brooklyn,SCHENECTADY AVENUE,11203,A
50110252,BROTHER BAGELS,Brooklyn,COURT STREET,11231,N
41426727,AWASH ETHIOPIAN RESTAURANT,Manhattan,AMSTERDAM AVENUE,10025,A
50003026,SUBWAY,Brooklyn,BAY PARKWAY,11204,A
40991382,"COZY CORNER, CHICKEN LOVER",Manhattan,2 AVENUE,10065,B
50077337,HUNGRY GHOST COFFEE,Brooklyn,FULTON STREET,11217,A
50002590,ST BESS RESTAURANT,Bronx,BAYCHESTER AVENUE,10466,A
50064693,JUICE BAR NYC,Manhattan,3 AVENUE,10075,A
50072202,GOLDEN RICH,Brooklyn,8 AVENUE,11232,B
50035550,LA SHUK,Manhattan,LEXINGTON AVENUE,10029,A
41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,Queens,BOWNE STREET,11355,A
41662341,PLAYGROUND,Queens,ROOSEVELT AVENUE,11372,B
41419643,PAPA JOHN'S,Queens,NORTHERN BOULEVARD,11368,A
41562252,OMONIA NEXT DOOR,Queens,BROADWAY,11106,A
50010991,MOM'S MIDTOWN,Manhattan,9 AVENUE,10019,P
50042041,RESTAURANT ON 58 ST INC,Brooklyn,58 STREET,11220,P
41138983,HOTEL PIERRE-MAIN KITCHEN,Manhattan,EAST   61 STREET,10065,A
50084667,LA NONNA KRISPY KRUST PIZZA,Brooklyn,KENT AVENUE,11249,A
50045254,JUE LAN CLUB,Manhattan,WEST   20 STREET,10011,A
50013782,NEW STAR BAKERY,Queens,KISSENA BLVD,11355,B
50098919,ZIZI,Manhattan,8 AVENUE,10011,A
50001911,KUNG FU JAPANESE & CHINESE RESTAURANT,Brooklyn,BATH AVENUE,11214,A
40572951,WESTSIDE THEATRE,Manhattan,WEST   43 STREET,10036,A
50094961,BREAD N WINE,Manhattan,LEXINGTON AVENUE,10128,A
50013794,FUEL FEVER,Brooklyn,18 AVENUE,11214,P
41273383,LA BELLA PIZZERIA,Brooklyn,20 AVENUE,11214,Z
50049958,LITTLE SHEEP MONGOLIAN HOT POT,Manhattan,BOWERY,10002,B
41467162,DUNKIN & BASKIN ROBBINS,Queens,108th STREET,11368,A
41556791,JOE,Manhattan,WEST  120 STREET,10027,A
50090092,"ORIENTAL TEA, SWEET CORNER",Brooklyn,60 STREET,11220,A
41339476,LANG QI SEAFOOD RESTAURANT,Brooklyn,7 AVENUE,11220,C
50057279,STAR 99C PIZZA,Manhattan,DELANCEY STREET,10002,B
41390998,CAFE OLYMPIA,Manhattan,2 AVENUE,10017,A
41639626,LUKE'S LOUNGE,Bronx,HONE AVENUE,10461,A
50066229,UTHAI,Queens,WETHEROLE ST,11374,A
50079163,MARITZA'S CAKE,Manhattan,AMSTERDAM AVENUE,10032,A
50087103,MOON CAFE,Queens,NORTHERN BLVD,11354,A
40618714,WEBSTER CAFE,Bronx,WEBSTER AVENUE,10458,A
50003350,3-J RESTAURANT AND PIZZA,Bronx,PROSPECT AVENUE,10455,C
50034142,JOSEPH'S DREAM BURGER,Brooklyn,CONEY ISLAND AVENUE,11230,A
50047328,KORYODANG BAKERY & CAFE,Queens,UNION ST,11354,B
50067128,DEMITASSE COFFEE & TEA,Manhattan,COLUMBUS AVENUE,10025,A
50090006,XI'AN FAMOUS FOODS,Queens,JACKSON AVE,11101,A
50098691,SKYLINE BAR & LOUNGE,Bronx,WILKINSON AVENUE,10461,A
40814430,BAD BOYS PIZZA,Brooklyn,86 STREET,11214,A
50087279,KENNEDY FRIED CHICKEN,Bronx,JEROME AVENUE,10467,A
40594214,MAGGIE MAYS,Queens,41 AVENUE,11361,A
50106832,RAINBOW BAKERY,Queens,KISSENA BOULEVARD,11355,A
50061516,FEED,Brooklyn,WATER STREET,11201,B
50084290,ATTRAVERSA,Manhattan,BEDFORD STREET,10014,A
50098022,DIG INN,Manhattan,PENN PLZ,10001,A
50013184,LIANG PI WANG#10,Queens,ROOSEVELT AVENUE,11354,A
50092638,CAFE MOCA,Queens,SENECA AVENUE,11385,A
41650782,BLUE RIBBON SUSHI IZAKAYA,Manhattan,ORCHARD STREET,10002,A
50076899,JAMAICA POOLS AND PIZZA,Queens,JAMAICA AVE,11432,C
50043150,BETWEEN THE BREAD,Manhattan,WEST   27 STREET,10001,A
41534242,MCMURRAY HALL (SUNY MARITIME),Bronx,PENNYFIELD AVENUE,10465,A
50003350,3-J RESTAURANT AND PIZZA,Bronx,PROSPECT AVENUE,10455,B
50002576,GOOD TASTE 88,Brooklyn,52 STREET,11220,A
50085706,BLACK FOX,Manhattan,BROAD STREET,10004,A
41402869,LA MORADA RESTAURANT,Bronx,WILLIS AVENUE,10454,A
50054403,KUNG FU LITTLE STEAMED BUNS RAMEN,Manhattan,8 AVENUE,10019,Z
41708001,CHECKERS,Bronx,JEROME AVENUE,10452,A
50082682,FLAVA RESTAURANT & LOUNGE,Bronx,3 AVENUE,10451,A
50050799,THE ARMORY,Brooklyn,4 AVENUE,11217,A
50032749,JERRY'S COFFEE SHOP,Bronx,LONGWOOD AVENUE,10459,A
41688136,KING COUNTY DOGS,Brooklyn,ATLANTIC AVENUE,11217,A
40902510,LIBERTY CAFE (JFK FERRY),Manhattan,WHITEHALL FERRY TERMINAL,10004,A
50050178,ICOOK,Queens,BROADWAY,11373,A
50004317,KENNEDY FRIED CHICKEN,Bronx,GRAND CONCOURSE,10453,A
50014830,JUDY & PUNCH,Queens,30TH AVE,11103,A
50076972,KENNEDY FRIED CHICKEN,Queens,165TH ST,11432,B
50072943,SHANGHAI ZHEN GONG FU RESTAURANT,Queens,QUEENS BLVD,11373,A
50033203,TENDER,Manhattan,WEST   47 STREET,10036,A
50066542,TACO FUN NANA,Queens,FRANCIS LEWIS BLVD,11358,A
50054205,BAKER HOUSE MARKET,Queens,CRESCENT ST,11101,A
50105757,CASTLE CHICKEN AND BURGER,Queens,BROADWAY,11373,A
50015406,HOT KITCHEN SICHUAN STYLE,Queens,ROOSEVELT AVE,11354,A
50114569,WAU,Manhattan,AMSTERDAM AVENUE,10024,N
50083431,ROXY'S,Queens,STEINWAY ST,11105,A
50091108,JD'S SALOON,Queens,35TH AVE,11361,A
50074163,CONVENE,Manhattan,GREENWICH STREET,10006,A
41544542,PRET A MANGER,Manhattan,5 AVENUE,10016,A
50011694,SWEET CHICK,Manhattan,LUDLOW STREET,10002,B
40545454,HELLO DELI,Manhattan,WEST   53 STREET,10019,A
50040490,SLICE,Queens,VERNON BLVD,11101,A
50085631,PIZZA MERCATO,Brooklyn,MOORE STREET,11206,A
