Claim Number,Restaurant Name,Borough Code,Address1,ZIPCODE,GRADE
50005218,GRINI'S BAKERY,Manhattan,LENOX AVENUE,10037,A
50057216,SUBWAY,Queens,HILLSIDE AVE,11432,B
50045462,GOODAS BAR & LOUNGE,Brooklyn,EAST NEW YORK AVENUE,11212,A
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,Queens,ASTORIA BOULEVARD,11370,B
50091978,CROWN FRIED CHICKEN,Manhattan,1 AVENUE,10035,A
50080272,MARTINIELLO'S PIZZERIA,Queens,FOREST AVE,11385,B
50010706,SHAXIAN DELICACIES,Brooklyn,49 STREET,11220,A
50015103,NEW TASTY HOUSE,Queens,KISSENA BLVD,11355,A
50017603,SWEET GARDEN CHINESE TAKEOUT RESTAURANT,Queens,PARSONS BLVD,11366,A
41672897,YUMMY TACO,Queens,SUTPHIN BLVD,11434,Z
50002480,"CITI CAFE, ROHATYN ROOM (CARNEGIE HALL)",Manhattan,7 AVENUE,10019,A
50001385,EL RANCHO RESTAURANT,Brooklyn,FLATBUSH AVENUE,11226,A
50064491,MIFUNE NEW YORK,Manhattan,EAST   44 STREET,10017,A
41306202,DUNKIN DONUTS,Bronx,WEST BURNSIDE AVENUE,10453,A
41721444,READY TO EAT,Manhattan,HUDSON STREET,10014,A
50047107,BOGART HOUSE,Brooklyn,TEN EYCK ST    AKA 230 BOGART ST,11206,A
40539661,BAKE AND THINGS RESTAURANT,Brooklyn,EAST   35 STREET,11203,B
40856729,"CRIF DOGS , PLEASE DON'T TELL",Manhattan,ST MARKS PLACE,10009,A
50063908,EUROPEAN COFFEE BAKERY,Queens,FRESH POND RD,11385,A
41403222,YOLIE'S BAR & RESTAURANT,Brooklyn,CLARENDON ROAD,11203,C
50084600,KING WOK,Manhattan,VARICK STREET,10014,A
41545583,GAIA ITALIAN CAFE,Manhattan,EAST HOUSTON STREET,10002,A
50038249,TOUS LES JOURS,Queens,UNION ST,11354,A
41650425,NATHAN'S FAMOUS,Brooklyn,BOARDWALK,11224,A
41630803,VANESSA'S DUMPLING HOUSE,Brooklyn,BEDFORD AVENUE,11249,A
50058382,ONE UP BISTRO,Manhattan,MADISON AVENUE,10029,B
41246054,KENNEDY FRIED CHICKEN,Bronx,EAST  170 STREET,10456,A
41390818,NAPOLI PIZZA & PASTA,Queens,35 AVENUE,11106,A
50065819,KBBQ,Manhattan,PARK AVENUE,10169,A
50077756,ISLAND TRINI BURGER,Brooklyn,UTICA AVENUE,11203,A
40666541,AYURVEDA CAFE,Manhattan,AMSTERDAM AVENUE,10025,A
50003444,EZ GRILL NYC,Bronx,LYDIG AVENUE,10462,A
50017701,THE KUNJIP,Manhattan,WEST   32 STREET,10001,A
50080456,THE RICE NOODLE,Manhattan,BLEECKER STREET,10012,A
50043721,CHINATOWN RESTAURANT,Manhattan,3 AVENUE,10128,C
41346413,THE CHOCOLATE ROOM,Brooklyn,COURT STREET,11231,A
40830563,"HEARTLAND CHOPHOUSE BREWERY, HB BURGERS",Manhattan,WEST   43 STREET,10036,B
50013901,SWEATSHOP,Brooklyn,METROPOLITAN AVENUE,11211,A
50090318,RINCON LATINO 103 RESTAURANT,Queens,103RD ST,11368,A
50013726,BROTHER PIZZA,Staten Island,PORT RICHMOND AVENUE,10302,A
50045739,AKDENIZ MEDITERRANEAN CUISINE,Manhattan,WEST   46 STREET,10036,A
41395526,CHASERS,Queens,FLUSHING AVENUE,11378,A
50046118,VIVI BUBBLE TEA,Manhattan,EAST   14 STREET,10003,A
41714316,CHEUNG HING KITCHEN,Queens,MERRICK BOULEVARD,11434,A
50001948,BLOOM'S TAVERN,Manhattan,EAST   58 STREET,10022,A
50070172,HUA JI PORK CHOP,Manhattan,ALLEN STREET,10002,C
50066680,ADDICTIVE WINE BAR & TAPAS 1,Queens,NORTHERN BLVD,11372,A
41710522,JUST SALAD,Manhattan,EAST    8 STREET,10003,A
41307383,ROBERTO'S,Brooklyn,BOGART STREET,11206,A
50100371,No 5,Queens,37TH ST,11101,B
40936004,MOM'S BAKERY,Bronx,GRAND CONCOURSE,10468,B
50002936,BENE PIZZERIA & RESTAURANT,Brooklyn,PROSPECT PARK SOUTHWEST,11218,A
50050853,FRUIT PARADISE II,Bronx,WEST  183 STREET,10453,A
50085772,MX BREAD,Brooklyn,7 AVENUE,11220,B
50072472,POKE BURRITO,Queens,30TH AVE,11103,A
41682968,SABOR ANDINO,Brooklyn,14 AVENUE,11219,A
50073356,ELITE CAFE,Queens,MAIN ST,11367,A
40545543,PROHIBITION,Manhattan,COLUMBUS AVENUE,10024,A
40859658,KIMCHEE KOREAN RESTAURANT,Brooklyn,3 AVENUE,11209,A
50079774,BKLYN JUICE BAR II,Brooklyn,ATLANTIC AVENUE,11207,A
41563691,ECUADORIAN RESTAURANT II,Queens,36 AVENUE,11106,A
50049464,THE BROOKLYN TREE,Brooklyn,MONTROSE AVENUE,11206,A
41066767,DALTON'S BAR & GRILL,Manhattan,9 AVENUE,10036,B
50087298,TASTE OF CHINA,Brooklyn,4 AVENUE,11215,A
50051111,LESSINGS- BULOVA CORPORATE CENTER,Queens,ASTORIA BLVD,11370,B
50016020,BANHMIGOS,Brooklyn,PARK PLACE,11238,A
40399373,LA BARCA RESTAURANT,Manhattan,BROADWAY,10032,A
50087475,KC GOURMET EMPANADAS,Manhattan,AVENUE B,10009,A
50015326,ATLANTIC THEATER (van Beuren Kass Bar),Manhattan,WEST   20 STREET,10011,A
50048586,BILL'S NEW YORK CITY,Manhattan,EAST   54 STREET,10022,A
41277451,MARKET TABLE,Manhattan,CARMINE STREET,10014,A
50037324,HAMPTON INN TIMES SQUARE,Manhattan,WEST   41 STREET,10036,A
40568949,WENDY'S,Queens,HILLSIDE AVENUE,11427,A
50011210,PINE TREE CAFE & RESTAURANT,Queens,NORTHERN BOULEVARD,11358,A
50050904,FISH DUMPLING (store #25),Queens,ROOSEVELT AVENUE,11354,A
50005613,JADE ASIAN BISTRO,Staten Island,NEW DORP LANE,10306,A
40402407,UNION CLUB OF CITY OF NEW YORK,Manhattan,EAST   69 STREET,10021,A
50078582,"VICTORIA'S SECRET , STARBUCKS",Manhattan,BROADWAY,10019,A
41655398,LULO RESTAURANT,Manhattan,ST NICHOLAS AVENUE,10040,A
50046845,MIKES DELI RESTAURANT,Brooklyn,FOSTER AVENUE,11236,C
50070583,JUICE RIGHT CORP.,Manhattan,WEST  143 STREET,10030,A
50071991,BURRITO REPUBLIC,Queens,71ST AVE,11385,A
41664640,POTBELLY SANDWICH WORKS,Manhattan,EAST   52 STREET,10022,A
50034992,EMPANADAS MONUMENTAL,Manhattan,WEST  181 STREET,10033,A
41707137,NEW RANCHITO,Manhattan,AMSTERDAM AVENUE,10025,A
50076863,ELIS WINE BAR,Manhattan,AMSTERDAM AVENUE,10025,A
41552525,MELTING POT CUISINE,Queens,VERNON BOULEVARD,11106,A
50068546,CHINA JADE,Manhattan,2 AVENUE,10028,A
41238222,COFFEE SHOP,Bronx,KOSSUTH AVENUE,10467,B
50068211,AVALON HOTEL,Manhattan,EAST   32 STREET,10016,A
50037749,IL VIOLINO,Manhattan,COLUMBUS AVENUE,10023,A
41548686,ABA TURKISH RESTAURANT,Manhattan,WEST   57 STREET,10019,B
41290437,HUAXCUAXTLA RESTAURANT,Bronx,COURTLANDT AVENUE,10451,A
50044945,YURA'S BLUE PLATE,Manhattan,1 AVENUE,10029,C
50049783,SIMPLYLIFE BAKERY CAFE INC,Brooklyn,NEW UTRECHT AVENUE,11204,C
41544114,SILVER PALACE CHINESE FOOD,Manhattan,ST NICHOLAS AVENUE,10033,A
50068543,DYNASTY TASTE LAM,Bronx,EAST TREMONT AVENUE,10457,A
50060161,GROOVE,Manhattan,MACDOUGAL STREET,10012,B
50066843,VANESSA'S DUMPLING HOUSE,Queens,47TH AVE,11101,A
50003078,THE ROOF,Manhattan,WEST   57 STREET,10019,A
50064635,DUMONT BURGER,Brooklyn,BEDFORD AVENUE,11249,B
41488028,APPLEBEE'S,Brooklyn,FLATBUSH AVENUE,11217,A
50084369,NITEHAWK CINEMA,Brooklyn,PROSPECT PARK W,11215,A
50071476,THE LITTLE ONE,Manhattan,EAST BROADWAY,10002,A
50042535,SUGAR & CAKE FANTASIES BAKERY,Queens,ROOSEVELT AVE,11372,A
50065412,BIA RESTAURANT & BAR,Queens,UNION TPKE,11040,A
50015636,OVERSPRAY,Staten Island,BROAD STREET,10304,A
40576403,MAYA,Manhattan,1 AVENUE,10065,A
40798867,POSH,Manhattan,WEST   51 STREET,10019,A
50055210,"RESTAURANT ASSOCIATES, INC",Manhattan,AVENUE OF AMERICAS,10036,A
50001877,RIZZO FINE PIZZA,Manhattan,CLINTON STREET,10002,A
50089271,INWOOD DELICIAS,Manhattan,WEST  207 STREET,10034,C
50069734,PRINCE KABAB & CHINESE RESTAURANT,Queens,74TH ST,11372,C
50043829,SETAGAYA,Brooklyn,BEDFORD AVENUE,11249,B
50053170,KEW MOTOR INN RESTAURANT & BAR,Queens,GRAND CENTRAL PKWY,11435,A
40394916,LA ISLA RESTAURANT,Brooklyn,BROADWAY,11211,Z
50012812,PANDA EXPRESS,Queens,QUEENS BLVD,11373,A
41034539,HOLLYWOOD DINER,Manhattan,6 AVENUE,10011,A
50052720,NEW MIZU SUSHI,Manhattan,EAST    9 STREET,10003,A
41495778,THE EMPANADA SPOT,Queens,ROOSEVELT AVENUE,11372,A
50043021,TEXAS CHICKEN & BURGERS,Queens,HILLSIDE AVE,11004,A
50101939,ALO,Brooklyn,BEDFORD AVENUE,11211,N
50067103,FIVE IRON GOLF,Manhattan,5 AVENUE,10011,A
41642570,JOHN'S DELI,Brooklyn,STILLWELL AVENUE,11223,A
50084630,POKE BOWL,Manhattan,8 AVENUE,10019,A
41384147,DAFNI,Manhattan,WEST   42 STREET,10036,A
40366716,SHUN LEE PALACE RESTAURANT,Manhattan,EAST   55 STREET,10022,A
50094827,GREAT WALL RESTAURANT,Queens,32ND AVE,11358,A
40911251,SUSHI SEKI,Manhattan,1 AVENUE,10065,B
50055004,CALEDONIA,Manhattan,AMSTERDAM AVENUE,10024,B
50034452,BONO TRATTORIA,Manhattan,BROADWAY,10031,A
41490195,CORNER CAFE,Manhattan,BROADWAY,10025,A
50004307,KFC,Queens,QUEENS BLVD,11373,A
50050373,MARGARITA ISLAND,Brooklyn,BOWERY STREET,11224,B
41697028,AVIATION CAFE,Queens,23 AVENUE,11369,A
50006379,BETTER GOURMET HEALTH KITCHEN,Staten Island,FOREST AVENUE,10301,A
40587714,STARBUCKS COFFEE,Manhattan,3 AVENUE,10017,A
41710571,BLACKTHORN 51,Queens,51 AVENUE,11373,A
50086284,TIPSYS BAR & LOUNGE,Queens,JAMAICA AVE,11418,C
41351756,MUSTANG THAKALI KITCHEN,Queens,37 AVENUE,11372,A
41353218,CASSIANO'S PIZZA,Manhattan,3 AVENUE,10022,A
50007238,BALZEM,Manhattan,MOTT STREET,10012,A
50055346,SOPHIE'S CUBAN CUISINE,Manhattan,AVENUE OF THE AMERICAS,10018,A
41535549,PRONTO PIZZA,Staten Island,FOREST AVENUE,10310,A
50008145,MIGHTY QUINN'S,Manhattan,GREENWICH AVENUE,10014,A
41665255,MCHALE'S BAR & GRILL,Manhattan,WEST   51 STREET,10019,A
41633715,IHOP,Bronx,WHITE PLAINS ROAD,10472,A
41405086,REYNA RESTAURANT,Bronx,UNIVERSITY AVENUE,10453,A
50015697,HALE & HEARTY SOUP,Manhattan,LEXINGTON AVENUE,10017,A
50072798,HONG KONG STATION,Manhattan,WEST   47 STREET,10036,B
50039878,AMA COFFEE,Queens,MYRTLE AVE,11385,A
40670684,LULU'S BAKERY,Queens,UNION TURNPIKE,11366,A
50033574,CHEZ ALAIN RESTAURAUNT,Manhattan,7 AVENUE,10027,C
50002191,ALADDIN HOOKAH LOUNGE,Queens,STEINWAY STREET,11103,A
50001973,CASCATA,Queens,jfk intl airport,11430,A
50045892,SABORES,Bronx,MORRIS AVENUE,10451,A
41643867,DUNKIN DONUTS,Queens,QUEENS BOULEVARD,11373,A
41680240,SUBWAY,Staten Island,FOREST AVENUE,10310,A
50043375,RATTLE N HUM WEST,Manhattan,8 AVENUE,10018,A
50047803,IRVING FARM COFFEE ROASTERS,Manhattan,3 AVENUE,10028,A
41226387,CAFE MANNA,Manhattan,EAST   16 STREET,10003,A
50053122,A1 JAMAICA BREEZE,Queens,ASTORIA BLVD,11369,A
50059524,KENNEDY FRIED CHICKEN,Bronx,BOSTON ROAD,10469,A
50003474,TOTTO RAMEN,Manhattan,WEST   51 STREET,10019,B
50008140,CHOP'T,Manhattan,LIBERTY STREET,10280,A
50057744,DER PIONEER,Brooklyn,CHURCH AVENUE,11218,A
41176438,LAS CAMELIAS BAR & RESTAURANT,Bronx,WESTCHESTER AVENUE,10472,B
50099353,LA AURORA,Queens,BRADDOCK AVE,11426,B
50073006,STAX NYC,Manhattan,2 AVENUE,10075,B
41476195,TAMARIND TRIBECA,Manhattan,HUDSON STREET,10013,A
40392496,TARTINE,Manhattan,WEST   11 STREET,10014,A
50094428,HAMPTON NY -JFK,Queens,135TH AVE,11436,B
40620325,BOND ST,Manhattan,BOND STREET,10012,A
40424894,AMY'S BREAD,Manhattan,9 AVENUE,10036,A
41359575,VANILLA CAFE,Queens,ROOSEVELT AVENUE,11372,A
50066469,DARBAR'S CHICKEN & RIBS,Queens,LIBERTY AVE,11419,B
50073653,SOLDIER'S JERK CENTER,Brooklyn,MALCOLM X BOULEVARD,11221,P
50051016,LOVE MAMA,Manhattan,2 AVENUE,10003,A
50066027,DILL AND PARSLEY,Manhattan,MADISON AVENUE,10017,A
50005556,SUMAC,Staten Island,FOREST AVENUE,10310,A
50015693,HALE & HEARTY SOUP,Brooklyn,METROTECH CTR,11201,A
41454667,CHECKERS,Brooklyn,BROADWAY,11207,A
50038412,TWIN SISTER PAN,Brooklyn,8TH AVE,11220,B
50077895,"COURTYARD LONG ISLAND CITY, MANHATTAN VIEW",Queens,QUEENS PLZ N,11101,A
41021287,VENICE PIZZA,Queens,BOWNE STREET,11355,A
41397450,DALLAS BBQ,Bronx,WEST FORDHAM ROAD,10468,A
50047328,KORYODANG BAKERY & CAFE,Queens,UNION ST,11354,A
50102445,RESTAURANT BY BUTLER,Queens,135TH AVE,11436,N
50004213,HO WAH RESTAURANT,Brooklyn,GATES AVENUE,11216,A
50067198,EL DORADO RESTAURANT,Queens,MYRTLE AVE,11385,C
50071042,CARIDAD RESTAURANT,Queens,JAMAICA AVE,11421,A
50039977,KING'S WOK,Queens,30TH AVE,11377,A
50033472,MY PIZZA,Bronx,UNIVERSITY AVENUE,10453,A
50040836,KENNEDY'S FRIED CHICKEN & BISCUITS,Bronx,3 AVENUE,10458,A
50002447,YUMMY TACO,Queens,JAMAICA AVENUE,11428,A
41291166,MR CHEN CHINESE RESTAURANT,Queens,MYRTLE AVENUE,11385,A
50107752,FIVE IRON GOLF,Manhattan,AVENUE OF THE AMERICAS,10001,A
50063550,THE CAMPBELL,Manhattan,VANDERBILT AVENUE,10017,A
50073613,LE REVEIL COFFEE SHOP,Manhattan,2 AVENUE,10021,A
41707956,SABANA LOUNGE,Brooklyn,86 STREET,11228,A
50002846,SABOR NORTENO,Queens,43 AVENUE,11368,B
50063183,SIENA CAFE,Manhattan,3 AVENUE,10128,A
50064266,YUMI BAKERY,Brooklyn,20 AVENUE,11204,B
50089573,WARNERMEDIA CONFERENCE CENTER,Manhattan,HUDSON YARDS,10001,A
50013454,DOMINO'S,Manhattan,WEST    8 STREET,10011,A
50003708,NOODLE Q,Manhattan,EAST BROADWAY,10038,B
41636931,GOTHAM CAFE,Manhattan,2 AVENUE,10065,A
41486182,TAKE AWAY & CAFE,Brooklyn,3 AVENUE,11209,A
41207574,NICA TRATTORIA,Manhattan,EAST   84 STREET,10028,A
41525131,IL BACCO RISTORANTE,Queens,NORTHERN BOULEVARD,11362,A
41598329,BOSTON ROAD CHINA,Bronx,BOSTON ROAD,10469,A
41004674,FLORIDITA RESTAURANT UPTOWN,Manhattan,BROADWAY,10033,C
50002626,GOLDEN BOWL RESTAURANT,Manhattan,DIVISION STREET,10002,A
41245711,FETTE SAU,Brooklyn,METROPOLITAN AVENUE,11211,A
50062581,375 THRICE COOKED FRIES,Manhattan,LUDLOW STREET,10002,A
40923055,D'OASIS BAR RESTAURANT,Queens,FLUSHING AVENUE,11378,B
41686218,BEIT JEDDO,Brooklyn,5 AVENUE,11209,A
50076178,EAT ITALIAN,Staten Island,ROSSVILLE AVENUE,10309,A
50069753,BEARIN WHEEL PIE,Manhattan,WALKER STREET,10013,A
40999727,KGB BAR,Manhattan,EAST    4 STREET,10003,A
50104970,TITO'S BBQ STATION,Manhattan,LENOX AVENUE,10027,N
50108285,KFC,Brooklyn,4 AVENUE,11232,N
41533306,99 CENT EXPRESS PIZZA,Manhattan,WEST   43 STREET,10036,A
41642640,TIME WARNER EXECUTIVE DINING ROOM,Manhattan,TIME WARNER CENTER,10019,A
41099763,KIRAKU SUSHI JAPANESE RESTAURANT,Bronx,WILLIAMSBRIDGE ROAD,10461,A
50001969,LES CREPES & TAQUERIA,Manhattan,ESSEX STREET,10002,A
50084165,Egger's Ice Cream - Richmond Town,Staten Island,CLARKE AVE,10306,A
50016098,BEAN SQUARE,Queens,NORTHERN BLVD,11361,B
50058073,AL HORNO LEAN MEXICAN KITCHEN,Manhattan,1 AVENUE,10003,A
41698391,COCOTTE,Manhattan,THOMPSON STREET,10012,A
40624470,BILLY'S SPORT BAR RESTAURANT & LOUNGE,Bronx,RIVER AVENUE,10451,A
50044894,JUNCTION CAKE BOX,Queens,JUNCTION BLVD,11373,A
50084443,KENNEDY FRIED CHICKEN,Bronx,3 AVENUE,10451,A
50032855,SWEET TOOTH & CATERING,Brooklyn,MARCUS GARVEY BOULEVARD,11221,A
50063627,JOE & THE JUICE,Manhattan,AVENUE OF THE AMERICAS,10019,A
41508160,DUNKIN DONUTS,Manhattan,1 AVENUE,10009,A
50101763,THE BEAN,Manhattan,3 AVENUE,10003,A
50075243,LAMOON,Queens,BROADWAY,11373,A
50059267,DIG INN,Manhattan,8 AVENUE,10019,A
50064557,VENIERO'S BAKERY,Manhattan,E 11TH ST,10003,A
50055243,THAI VILLA,Manhattan,EAST   19 STREET,10003,A
50093226,ODA HOUSE,Manhattan,EAST   73 STREET,10021,N
50045635,STATUS Q,Brooklyn,3 AVENUE,11209,A
50081830,JACK'S STIR BREW COFFEE,Manhattan,EAST   88 STREET,10128,A
41439621,HAMPTON INN,Manhattan,PEARL STREET,10038,A
50095880,MADMAN ESPRESSO,Manhattan,WEST   35 STREET,10001,A
50041181,ISLAND TASTE,Queens,MERRICK BLVD,11422,A
41709961,FAIRFIELD INN,Manhattan,WEST   37 STREET,10018,A
50075257,DEVOCION,Brooklyn,LIVINGSTON STREET,11217,A
40724205,MCDONALD'S,Bronx,EAST  170 STREET,10452,A
50078166,VIBES II,Queens,MERRICK BLVD,11434,A
50105993,NONNO CAFETERIA,Brooklyn,MCDONALD AVE,11223,N
50058627,GLATT CONEY KOSHER CHINESE RESTAURANT,Brooklyn,CONEY ISLAND AVENUE,11230,C
50017407,CROWN FRIED CHICKEN,Queens,PARSONS BLVD,11432,A
50018268,MCDONALD'S,Staten Island,FOREST AVENUE,10303,A
50105756,COMPANY CULTURE,Manhattan,MADISON AVENUE,10017,A
50000985,COURT STREET GROCERS HERO SHOP,Brooklyn,SULLIVAN STREET,11231,A
50063080,BURGER URWAY,Brooklyn,EAST NEW YORK AVENUE,11207,B
41127209,BACI & ABBRACCI,Brooklyn,GRAND STREET,11211,A
50059212,I LOVE DIM SUM,Brooklyn,AVENUE U,11223,B
50058131,THAI BKK,Manhattan,LEXINGTON AVENUE,10035,B
50016107,GOODY RESTAURANT,Brooklyn,6 AVENUE,11220,A
41708278,JOHN'S DINER,Bronx,WESTCHESTER AVENUE,10472,A
41519403,BROOKLYN WINERY,Brooklyn,NORTH    8 STREET,11211,A
41385888,AU BON PAIN,Manhattan,1 AVENUE,10016,A
41324657,BUFF PATTY RESTAURANT & BAKERY,Brooklyn,MYRTLE AVENUE,11205,A
40381551,CLARK'S RESTAURANT,Brooklyn,CLARK STREET,11201,A
40864145,TIMES DELI & CAFE,Manhattan,WEST   44 STREET,10036,B
50038906,LE PAIN QUOTIDIEN,Manhattan,CENTRAL PARK,10000,A
41222682,NY PIZZA CAFE & SPANISH FOOD RESTAURANT,Brooklyn,MYRTLE AVENUE,11237,A
50052462,LUIGI PIZZERIA & RESTAURANT,Queens,35TH AVE,11361,A
50003498,BLACK FOREST BROOKLYN,Brooklyn,FULTON STREET,11217,A
50015982,THE ATRIUM @ BROOKLYN BOTANIC GARDEN,Brooklyn,WASHINGTON AVENUE,11225,A
50046175,ZIBETTO ESPRESSO BAR,Manhattan,AVENUE OF THE AMERICAS,10036,A
50084401,JAI DEE,Brooklyn,7 AVENUE,11215,A
41577981,SUN HING RESTAURANT,Brooklyn,ST JOHN'S PLACE,11213,A
50001340,BLUESTONE LANE COFFEE,Manhattan,THIRD AVENUE,10022,A
50069801,YOAN MING GARDEN,Manhattan,MADISON AVENUE,10029,C
50090045,ROSE CAKE HOUSE,Queens,MAIN ST,11355,B
41597770,INTERNATIONAL CATERERS,Bronx,AMPERE AVENUE,10465,A
50017444,MCFADDEN'S,Manhattan,2 AVENUE,10017,B
50051513,GOLDEN PALACE,Staten Island,ARTHUR KILL ROAD,10312,B
50079324,MISFITS NUTRITION,Queens,QUEENS BLVD,11375,A
41509909,BILL'S BAR & BURGER ROCKEFELLER CENTER,Manhattan,ROCKEFELLER CENTER,10111,A
50058195,LIANJIANG RESTAURANT,Manhattan,DIVISION STREET,10002,C
41688078,HORSES & DIVORCES,Brooklyn,BEDFORD AVENUE,11211,A
50044652,LOCAL 92,Manhattan,2 AVENUE,10003,A
41618394,CREATE,Queens,30 AVENUE,11103,C
50009755,FORNO ROSSO PIZZERIA,Brooklyn,GOLD STREET,11201,A
50018271,MOONSTRUCK (IN BELLEVUE),Manhattan,1 AVENUE,10016,A
50099765,GOTHAM SUPPLEMENTS,Manhattan,SAINT NICHOLAS AVENUE,10031,N
40367841,CAFE FIORELLO,Manhattan,BROADWAY,10023,A
50045442,HANA ASIAN BISTRO,Queens,CROSSBAY BLVD,11417,A
50011568,IL FALCO,Queens,44TH DR,11101,A
41720680,THE HUMMUS & PITA CO.,Manhattan,CHAMBERS STREET,10007,A
50070567,UPI JAYA RESTAURANT,Queens,WOODSIDE AVE,11373,A
41175984,TASTE OF DOLLY'S PIZZERIA & RESTAURANT,Queens,111 STREET,11368,A
50011229,PELOTON LOUNGE,Manhattan,WEST   23 STREET,10011,A
41322772,NANO BILLIARD CAFE,Bronx,EAST  167 STREET,10456,B
41382688,GUANTANAMERA,Manhattan,8 AVENUE,10019,B
50034713,MCG GRAND CAFE,Brooklyn,NOSTRAND AVENUE,11225,A
50034232,RELISH CATERERS,Bronx,3 AVENUE,10451,A
50103689,BAKERS DOZEN BAGELS,Queens,FRESH POND RD,11385,N
50094599,PUPUSAS RIDGEWOOD,Queens,FRESH POND RD,11385,N
50072149,GINO'S PIZZA,Staten Island,FOREST AVENUE,10302,A
50050670,MCDONALD'S,Bronx,WESTCHESTER AVENUE,10455,A
50068582,BLACK PRESS COFFEE,Manhattan,LEXINGTON AVE,10016,A
50043344,HALAL INDIAN FOOD & FALAFEL,Brooklyn,5 AVENUE,11220,A
50042037,IKURA SUSHI,Brooklyn,GRAND STREET,11211,A
41457158,THE MUSIC BOX,Queens,74 STREET,11373,B
50001956,GOLDEN FOUNTAIN RESTAURANT,Bronx,BAYCHESTER AVENUE,10466,P
41517086,GIUSEPPINA'S BRICK OVEN,Brooklyn,6 AVENUE,11215,A
41686601,RUSTY'S BAR,Staten Island,FOREST AVENUE,10310,A
50057202,WETZEL'S PRETZELS,Brooklyn,FLATBUSH AVENUE,11217,A
50001062,ZZ CLAM BAR,Manhattan,THOMPSON STREET,10012,A
41650784,EAST SIDE BAGEL CAFE,Manhattan,1 AVENUE,10075,A
50093473,EL ATORADERO BROOKLYN,Brooklyn,WASHINGTON AVENUE,11238,N
41607908,LONGEVOUSJOY,Brooklyn,BAY PARKWAY,11204,A
40512204,STARBUCKS COFFEE,Manhattan,PARK ROW,10038,A
50091999,THE TANG,Manhattan,AMSTERDAM AVENUE,10025,N
50061127,YETI SPICE GRILL,Manhattan,1 AVENUE,10128,A
40791157,LA PIAZZA PIZZERIA & RESTAURANT,Staten Island,RICHMOND AVENUE,10314,B
50012298,KUZINA,Staten Island,HYLAN BOULEVARD,10305,A
41621477,DUET,Brooklyn,STRICKLAND AVENUE,11234,A
50056573,8090 Taiwanese Food #24,Queens,ROOSEVELT AVE,11354,B
50038022,FAMOUS FAMIGLIA PIZZERIA,Manhattan,BROADWAY,10032,A
50000268,JAMAICA BREEZE RESTAURANT,Queens,MERRICK BLVD,11413,A
50069021,WAYPOINT CAFE NYC,Manhattan,LUDLOW STREET,10002,A
50038623,TIME FLIES BBQ & BAR,Queens,NORTHERN BOULEVARD,11358,B
41086770,STITCH BAR,Manhattan,WEST   37 STREET,10018,A
50034542,"LA GATA GOLOSA BAKERY , YOGURTBERRY",Queens,ROOSEVELT AVE,11372,A
50074198,TUSCANY GRILL,Brooklyn,3 AVENUE,11209,A
50084106,MEI JUNG MEI RESTAURANT,Brooklyn,FLATBUSH AVENUE,11210,A
50097242,Hook and Reel,Staten Island,FOREST AVENUE,10303,N
41138984,HOTEL PIERRE-BANQUET KITCHEN,Manhattan,EAST   61 STREET,10065,A
50013843,SICHUAN HOT POT CUISINE,Manhattan,PELL STREET,10013,A
50060258,HOLE IN THE WALL,Manhattan,CLIFF STREET,10038,B
41135090,STATEN ISLAND DINER,Staten Island,FOREST AVENUE,10303,A
50052178,GRACE DELICIOUS KITCHEN INC,Brooklyn,PITKIN AVENUE,11208,P
50051998,HUA XIA RESTAURANT,Manhattan,DIVISION STREET,10002,B
50067426,MONTAGU'S GUSTO,Manhattan,2 AVENUE,10016,A
41712067,SEASON RESTAURANT,Brooklyn,AVENUE U,11229,A
50044062,ROCKY'S BAR & RESTAURANT,Manhattan,WEST   34 STREET,10001,A
50098025,DIG INN,Manhattan,4 AVENUE,10003,A
40903063,O-MAI,Manhattan,9 AVENUE,10011,P
40711301,CHICKEN FESTIVAL,Queens,DITMARS BOULEVARD,11105,B
50000537,TRADING POST,Manhattan,JOHN STREET,10038,A
50007239,OLD STANLEY'S,Brooklyn,WYCKOFF AVENUE,11237,A
50092902,ZEKE'S BAR,Brooklyn,FULTON STREET,11216,A
50045895,TAVERN 157,Queens,NORTHERN BLVD,11354,A
41042010,TIA POL,Manhattan,10 AVENUE,10011,A
50063071,WA BAR,Manhattan,WEST   32 STREET,10001,A
50046008,MOMOSAN RAMEN & SAKE,Manhattan,LEXINGTON AVENUE,10016,A
50037656,HIBACHI KING,Brooklyn,LAWRENCE STREET,11201,A
50085975,BIG BELLY DELI,Brooklyn,STANWIX STREET,11206,A
50106074,TANDOORI HUT,Queens,94TH AVE,11419,Z
40528441,SWIFT HIBERNIAN LOUNGE,Manhattan,EAST    4 STREET,10003,A
50054535,575 PUB ON SECOND,Manhattan,2 AVENUE,10003,A
50017143,3 IN 1 FS&H JAMAICAN RESTAURANT,Queens,243RD ST,11422,A
50056512,INCA'S GRILL PERUVIAN KITCHEN,Staten Island,LINCOLN AVENUE,10306,A
40764527,PIZZA PALACE,Queens,DITMARS BOULEVARD,11105,A
50041952,EL NUEVO AMBIENTE RESTAURANT,Queens,NEW HAVEN AVE,11691,A
50045349,MCDONALD'S,Manhattan,EAST   42 STREET,10017,A
50063777,EL GALLO TAQUERIA,Brooklyn,HIGHLAWN AVENUE,11223,A
